web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737908353-425","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2789110","Mouton ladoum","1 000 000 CFA","Kébémer, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2789110_uploaded_image1_1606398269.jpg)"
"1737908357-426","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2789124","Mouton Ladoum","1 500 000 CFA","Kébémer, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2789124_uploaded_image1_1606398488.jpg)"
"1737908364-427","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2795474","Moutons","400 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2795474_uploaded_image1_1606671417.jpg)"
"1737908370-428","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2795953","Mouton Ladoum","750 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2795953_uploaded_image1_1606693358.jpg)"
"1737908379-429","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2796870","Mouton Ladoum","8 500 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2796870_uploaded_image1_1606736518.jpg)"
"1737908386-430","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton mâle fils - pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-male-fils-pur-sang-2811883","Mouton mâle fils - pur sang","600 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2811883_uploaded_image1_1607200860.jpg)"
"1737908391-431","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2829249","Moutons","650 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2829249_uploaded_image1_1607913189.jpg)"
"1737908400-432","https://sn.coinafrique.com/categorie/moutons?page=9","Femelle Azawad","https://sn.coinafrique.com/annonce/moutons/femelle-azawad-2836286","Femelle Azawad","100 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2836286_uploaded_image1_1608193247.jpg)"
"1737908405-433","https://sn.coinafrique.com/categorie/moutons?page=9","Femelle Azawad","https://sn.coinafrique.com/annonce/moutons/femelle-azawad-2836291","Femelle Azawad","100 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2836291_uploaded_image1_1608193594.jpg)"
"1737908415-434","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2836401","Mouton Ladoum","475 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2836401_uploaded_image1_1608196450.jpg)"
"1737908420-435","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2840303","Mouton","200 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2840303_uploaded_image1_1608327135.jpg)"
"1737908426-436","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2841419","Mouton ladoum","700 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2841419_uploaded_image1_1608390405.jpg)"
"1737908432-437","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2845111","Mouton Ladoum","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2845111_uploaded_image1_1608564436.jpg)"
"1737908438-438","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2845558","Moutons","Prix sur demande","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2845558_uploaded_image1_1608579631.jpg)"
"1737908446-439","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2858185","Moutons","2 000 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2858185_uploaded_image1_1609240683.jpg)"
"1737908451-440","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Azawate","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-2860328","Mouton Azawate","300 000 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2860328_uploaded_image1_1609342630.jpg)"
"1737908457-441","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2861975","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2861975_uploaded_image1_1609448682.jpg)"
"1737908466-442","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons Ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2872968","Moutons Ladoum","400 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2872968_uploaded_image1_1609935438.jpg)"
"1737908473-443","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2873055","Mouton Ladoum","400 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2873055_uploaded_image1_1609937413.jpg)"
"1737908481-444","https://sn.coinafrique.com/categorie/moutons?page=9","Moto assawat","https://sn.coinafrique.com/annonce/moutons/moto-assawat-2882279","Moto assawat","175 CFA","Kayar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2882279_uploaded_image1_1610319596.jpg)"
"1737908486-445","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2885428","Mouton Azawat","250 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2885428_uploaded_image1_1610450476.jpg)"
"1737908493-446","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2885448","Mouton Azawat","250 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2885448_uploaded_image1_1610450831.jpg)"
"1737908499-447","https://sn.coinafrique.com/categorie/moutons?page=9","Chèvre","https://sn.coinafrique.com/annonce/moutons/chevre-2897354","Chèvre","50 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2897354_uploaded_image1_1610964651.jpg)"
"1737908504-448","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2907814","Mouton","130 000 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2907814_uploaded_image1_1611412258.jpg)"
"1737908512-449","https://sn.coinafrique.com/categorie/moutons?page=9","Bélier azawak","https://sn.coinafrique.com/annonce/moutons/belier-azawak-2920865","Bélier azawak","300 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2920865_uploaded_image1_1612027206.jpg)"
"1737908517-450","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2922356","Mouton","250 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2922356_uploaded_image1_1612126358.jpg)"
"1737908522-451","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2922361","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2922361_uploaded_image1_1612126538.jpg)"
"1737908532-452","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton  Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2923489","Mouton  Ladoum","1 500 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2923489_uploaded_image1_1612179015.jpg)"
"1737908540-453","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2923628","Moutons","250 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2923628_uploaded_image1_1612181597.jpg)"
"1737908546-454","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2929439","Moutons","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2929439_uploaded_image1_1612362372.jpg)"
"1737908554-455","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2929533","Mouton","300 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2929533_uploaded_image1_1612364591.jpg)"
"1737908561-456","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2931611","Moutons","200 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2931611_uploaded_image1_1612443667.jpg)"
"1737908567-457","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2931779","Mouton","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2931779_uploaded_image1_1612447964.jpg)"
"1737908575-458","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2932586","Moutons","750 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2932586_uploaded_image1_1612473951.jpg)"
"1737908581-459","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2934157","Moutons","750 000 CFA","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2934157_uploaded_image1_1612541422.jpg)"
"1737908590-460","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons Ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2934178","Moutons Ladoum","750 000 CFA","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2934178_uploaded_image1_1612542098.jpg)"
"1737908596-461","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum sang ghandy - magistrat","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-sang-ghandy-magistrat-2936901","Mouton ladoum sang ghandy - magistrat","950 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2936901_uploaded_image1_1612664090.jpg)"
"1737908603-462","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2956672","Mouton Ladoum","100 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2956672_uploaded_image1_1613577248.jpg)"
"1737908608-463","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2959176","Mouton","175 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2959176_uploaded_image1_1613676042.jpg)"
"1737908614-464","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2959533","Mouton Ladoum","450 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2959533_uploaded_image1_1613691271.jpg)"
"1737908621-465","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2962083","Mouton Ladoum","1 200 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2962083_uploaded_image1_1613830070.jpg)"
"1737908629-466","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2965030","Mouton","400 000 CFA","Diourbel, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2965030_uploaded_image1_1614000468.jpg)"
"1737908637-467","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2966096","Moutons","1 000 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2966096_uploaded_image1_1614044325.jpg)"
"1737908644-468","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2978859","Mouton","500 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2978859_uploaded_image1_1614641038.jpg)"
"1737908652-469","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2981131","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2981131_uploaded_image1_1614723235.jpg)"
"1737908658-470","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2986456","Mouton","250 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2986456_uploaded_image1_1614949609.jpg)"
"1737908664-471","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2989832","Mouton","225 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2989832_uploaded_image1_1615150211.jpg)"
"1737908671-472","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2992212","Mouton","230 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2992212_uploaded_image1_1615286546.jpg)"
"1737908676-473","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2993929","Mouton","220 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2993929_uploaded_image1_1615364203.jpg)"
"1737908683-474","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2995220","Mouton","225 000 CFA","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2995220_uploaded_image1_1615405646.jpg)"
"1737908689-475","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2996408","Mouton","180 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2996408_uploaded_image1_1615467838.jpg)"
"1737908694-476","https://sn.coinafrique.com/categorie/moutons?page=9","Femelle Ladoume","https://sn.coinafrique.com/annonce/moutons/femelle-ladoume-2997713","Femelle Ladoume","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2997713_uploaded_image1_1615532413.jpg)"
"1737908701-477","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3005044","Mouton","260 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3005044_uploaded_image1_1615911147.jpg)"
"1737908707-478","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3006395","Mouton","215 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3006395_uploaded_image1_1615979750.jpg)"
"1737908715-479","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Joe Biden à 12 mois","https://sn.coinafrique.com/annonce/moutons/mouton-joe-biden-a-12-mois-3012077","Mouton Joe Biden à 12 mois","1 000 000 CFA","Mbacke, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3012077_uploaded_image1_1616251418.jpg)"
